,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
86,03-623-000-000,37528.8625,26707.3125,57253.225,24897.1125,,60487.575,47958.775,46747.25,48601.9875,61583.0375,41224.1,78339.4875,28587.2,52847.2625,42073.9375,73064.6125,54188.350000000006,56714.275,44586.7625,65632.55,Красноармейский,642,Красноармейский муниципальный район,муниципальный район,23,Краснодарский край,03623000
87,03-624-000-000,42647.525,26927.3375,48688.4125,,,,41870.1375,37053.0125,37850.712499999994,43982.775,40563.375,25879.0375,33211.825,58993.6875,35069.4625,79700.125,42886.6125,46744.9125,38054.8375,64798.1625,Крыловский,643,Крыловский муниципальный район,муниципальный район,23,Краснодарский край,03624000
88,03-625-000-000,47724.4125,42246.7875,49035.025,30283.6625,,78422.1625,47059.375,58182.575,45096.9,55695.15,41340.6125,34221.6875,28189.2375,40542.7125,40894.5625,90022.725,44710.0375,81090.8625,65502.825,61745.45,Крымский,644,Крымский муниципальный район,муниципальный район,23,Краснодарский край,03625000
89,03-627-000-000,36418.525,33322.9875,53078.6625,22305.825,,35321.625,41094.1125,31195.125,38728.9125,46291.6625,40287.275,36908.92,39298.8875,49034.675,32103.125,75195.23333333334,55708.4,36371.9125,39384.9,65450.3375,Курганинский,645,Курганинский муниципальный район,муниципальный район,23,Краснодарский край,03627000
90,03-628-000-000,57335.65,42973.5875,49000.2375,34805.175,,,46127.3,59406.35,46117.5375,76890.95,36998.9625,43986.475,29944.025,61004.75,39489.225,121056.1,47407.1125,78861.1875,49102.2375,60666.0125,Кущевский,646,Кущевский муниципальный район,муниципальный район,23,Краснодарский край,03628000
91,03-630-000-000,44190.275,32881.25,53529.5875,20312.825,,48094.9625,42969.875,39747.6125,27805.4875,52618.3,40171.0875,65635.35,34181.45,49870.5375,35238.6875,51538.4625,41990.6,58474.6875,51270.1375,59904.0,Лабинский,647,Лабинский муниципальный район,муниципальный район,23,Краснодарский край,03630000
92,03-632-000-000,34588.15,41513.6125,54508.625,28593.2375,,46589.925,49590.075,42739.2875,48619.35,60005.7125,41999.575,30105.15,32808.1,58362.524999999994,40290.75,47735.825,49291.875,57763.575,58104.925,66980.75,Ленинградский,648,Ленинградский муниципальный район,муниципальный район,23,Краснодарский край,03632000
93,03-633-000-000,37737.175,30893.9375,49681.5,27369.05,,78666.525,42264.112499999996,35261.3125,39049.0,81883.3625,39974.3875,34500.45,29026.05,52241.575,32168.45,25469.3,44809.3875,58333.9,58212.75,59911.5625,Мостовский,649,Мостовский муниципальный район,муниципальный район,23,Краснодарский край,03633000
94,03-634-000-000,32048.512499999997,32802.2125,50530.1375,30480.775,,,43530.0375,36298.4375,50552.5125,54642.0375,39602.0625,51138.875,36355.825,59402.975,38753.4,60587.4125,49538.525,80012.5125,46275.775,55610.5125,Новокубанский,650,Новокубанский муниципальный район,муниципальный район,23,Краснодарский край,03634000
95,03-635-000-000,37408.15,30638.9375,49133.9,35899.125,,,41989.7875,36012.9125,62709.5,50757.6875,38828.65,29643.1875,,47079.0375,39034.9125,,47713.3,57233.6125,46540.100000000006,65644.05,Новопокровский,651,Новопокровский муниципальный район,муниципальный район,23,Краснодарский край,03635000
96,03-637-000-000,35462.65,30721.05,49448.2125,28280.6375,,57893.23333333334,43858.625,40483.5375,42151.325,32393.55,38117.2875,31386.75,,61503.9875,32894.275,29487.975,40000.862499999996,62013.8625,56174.5375,69162.1625,Отрадненский,652,Отрадненский муниципальный район,муниципальный район,23,Краснодарский край,03637000
97,03-639-000-000,42378.5875,32083.9,48565.9625,32433.375,,,43767.525,37208.0875,42576.175,53739.125,40829.2625,54632.75,51696.67142857143,58082.65,41087.65,37056.675,54548.1375,43558.5375,43504.2125,62387.65,Павловский,653,Павловский муниципальный район,муниципальный район,23,Краснодарский край,03639000
98,03-641-000-000,31799.3875,27603.75,47185.3,22235.675,,57085.95,45194.775,30401.5625,35829.725,19629.775,39427.4875,31126.75,30106.183333333334,47848.925,34749.7875,56936.31999999999,43014.5875,62082.1625,37408.8625,60162.462499999994,Приморско-Ахтарский,654,Приморско-Ахтарский муниципальный район,муниципальный район,23,Краснодарский край,03641000
99,03-643-000-000,75753.15,43559.9375,56091.45,26402.7875,,115185.35,46634.7625,45538.4875,73006.975,84690.3375,43181.025,35639.925,37081.114285714284,51436.0625,42504.8625,100326.175,55969.075,76050.1125,72989.35,63115.5875,Северский,655,Северский муниципальный район,муниципальный район,23,Краснодарский край,03643000
100,03-645-000-000,42717.2,39226.2125,49618.2625,32355.975,,69266.775,45099.55,40405.9125,58622.3,74549.075,44340.55,30711.175,29696.3625,50435.9125,37616.1125,107526.575,56658.9375,84549.9625,50643.425,65403.2,Славянский,656,Славянский муниципальный район,муниципальный район,23,Краснодарский край,03645000
101,03-647-000-000,32487.375,37730.125,51399.7125,29452.0875,,,43857.9,33674.4375,42796.775,47019.7,40494.575,101766.15,37494.514285714286,57559.95,36461.0625,46515.3,64878.925,53293.7375,43267.2125,35502.0625,Староминский,657,Староминский муниципальный район,муниципальный район,23,Краснодарский край,03647000
102,03-649-000-000,46815.025,35072.5625,53658.525,32639.65,,,46514.7,45656.825000000004,42519.4875,60030.2375,39568.762500000004,28632.0375,33158.3375,55828.9875,37364.3125,,45402.325000000004,43035.95,36029.625,60253.375,Тбилисский,658,Тбилисский муниципальный район,муниципальный район,23,Краснодарский край,03649000
103,03-651-000-000,51931.375,40428.5875,56798.95,38649.775,,35768.475,43999.5375,41051.5,80917.025,77028.6625,41842.0625,42959.775,43557.775,61030.0125,43597.2,112300.2125,50871.3375,86235.6375,64858.5,66077.8,Темрюкский,659,Темрюкский муниципальный район,муниципальный район,23,Краснодарский край,03651000
104,03-653-000-000,39969.9,44896.45,52223.425,35889.175,,60870.725,48352.05,37252.5625,48733.075,76656.675,43385.3125,77949.025,31731.4125,58248.8375,37864.175,68679.3625,61019.775,65796.8,53369.1375,67908.8,Тимашевский,660,Тимашевский муниципальный район,муниципальный район,23,Краснодарский край,03653000
105,03-654-000-000,35558.5,37600.9625,50694.7625,28613.5375,,,45400.0875,72303.8625,58481.2,52629.475,41644.975,45068.85,36896.0375,59499.225,40326.375,76462.8125,46362.7375,73390.9,54515.0375,58877.9,Тихорецкий,661,Тихорецкий муниципальный район,муниципальный район,23,Краснодарский край,03654000
106,03-655-000-000,44703.1125,41482.825,52969.5,44968.3,,33274.775,53862.799999999996,79559.3,68532.425,85591.925,43589.1625,57278.975,52176.8125,38097.05,39241.45,93610.6375,51822.575,72737.25,66838.6625,72360.8,Туапсинский,662,Туапсинский муниципальный район,муниципальный район,23,Краснодарский край,03655000
107,03-656-000-000,57475.95,33958.1625,52960.8375,27397.825,,52820.325,39816.2375,39850.225,39958.8625,64828.4125,37976.6125,,30502.38333333333,51155.475,35299.25,52429.2125,41766.5625,64453.3125,52393.975,61627.1875,Успенский,663,Успенский муниципальный район,муниципальный район,23,Краснодарский край,03656000
108,03-657-000-000,50151.4875,33569.55,51706.3,76951.5125,,58642.7,48382.2,57123.75,65713.4125,37745.7875,44334.925,66045.25,26031.8625,64160.1375,43077.175,71101.35,50826.0875,54503.925,54124.0375,64578.75,Усть-Лабинский,664,Усть-Лабинский муниципальный район,муниципальный район,23,Краснодарский край,03657000
109,03-659-000-000,29614.824999999997,27592.15,51487.4125,38106.299999999996,,,42004.5125,25628.55,39508.7625,45162.075,39944.4875,,22332.0,58718.5875,32129.325,41474.0,45330.0375,52287.775,32283.449999999997,59454.0125,Щербиновский,665,Щербиновский муниципальный район,муниципальный район,23,Краснодарский край,03659000
110,03-701-000-000,52366.5625,64755.675,65896.975,46154.45,,150842.625,63597.55,126896.15,90245.05,70615.325,53707.7625,97816.375,56919.6875,58332.1,96091.675,98990.925,85026.4875,71148.8,81406.5625,121379.875,Краснодар,622,городской округ город Краснодар,городской округ,23,Краснодарский край,03701000
111,03-703-000-000,58303.5625,48316.775,56536.987499999996,67274.7625,,,49443.45,56256.5375,60915.9375,54192.9625,47105.6125,57394.875,43388.6375,55049.675,51392.6375,99900.4625,53582.525,54963.65,52850.3875,76116.85,Анапа,623,городской округ город-курорт Анапа,городской округ,23,Краснодарский край,03703000
112,03-705-000-000,31905.8125,46215.9125,50883.2125,34584.725,,,52146.7125,53916.775,49033.075,50640.0,42626.9875,45245.862499999996,42531.775,42201.975,37290.875,72621.9625,44423.075,39487.6,49693.0625,65751.45,Армавир,624,городской округ город Армавир,городской округ,23,Краснодарский край,03705000
113,03-708-000-000,51103.225,57225.6375,58353.7375,59556.6875,,,57331.0125,54401.775,77385.575,67712.4875,45208.7125,69466.0625,36009.6375,62420.7875,59648.1,110187.85,56107.9125,69405.6875,56956.1875,70793.775,Геленджик,625,городской округ город-курорт Геленджик,городской округ,23,Краснодарский край,03708000
114,03-709-000-000,43032.5625,32224.925,46114.5125,31192.737500000003,,52336.5,45664.5125,40448.675,45042.575,50982.175,39557.2125,30639.55,37524.25,30040.175,40187.625,45448.225,62470.075,47645.5625,42989.8125,57648.1375,Горячий Ключ,626,городской округ город Горячий Ключ,городской округ,23,Краснодарский край,03709000
115,03-720-000-000,49784.6625,81529.775,53723.1625,55453.200000000004,,,58005.1375,78603.2875,108722.8,65395.425,50412.6625,51695.775,47727.8625,63581.5625,60014.0,96665.4,61453.975,101676.8875,56705.825,120821.8875,Новороссийск,627,городской округ город Новороссийск,городской округ,23,Краснодарский край,03720000
116,03-726-000-000,62888.7125,60094.1125,65902.6625,80318.8375,,256380.6,61839.375,77553.0,81806.0625,67023.8125,49607.6875,91476.90000000001,53586.125,71757.1375,107460.325,93917.9,65507.737499999996,72156.2625,81011.0125,97067.175,Сочи,628,городской округ город-курорт Сочи,городской округ,23,Краснодарский край,03726000
117,03-726-000-000,62888.7125,60094.1125,65902.6625,80318.8375,,256380.6,61839.375,77553.0,81806.0625,67023.8125,49607.6875,91476.90000000001,53586.125,71757.1375,107460.325,93917.9,65507.737499999996,72156.2625,81011.0125,97067.175,Сочи,2812,городской округ город-курорт Сочи,городской округ,23,Краснодарский край,03726000
118,03-731-000-000,77669.56,,139275.9,81055.8125,,,93416.8,241661.8125,231338.9625,294369.075,114936.2625,88100.5125,67835.1875,71615.475,95679.275,94096.4375,62810.3125,86349.88,74519.425,76697.725,Сириус,2748,городской округ Сириус,городской округ,23,Краснодарский край,03731000
