,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
1758,53-627-000-000,30074.55,23014.225000000002,36298.85,,,,37793.725,32091.875,71401.0875,29531.25,35584.2625,,,,41325.275,55412.55,29663.725,41336.35,42925.0125,38854.0,Матвеевский,1691,Матвеевский муниципальный район,муниципальный район,56,Оренбургская область,53627000
1759,53-630-000-000,30384.0875,,58706.1875,31683.825,,,42639.175,38098.075,91752.2375,61756.7875,39580.3625,,,32194.850000000002,38666.7125,159467.95,46360.1875,55647.5625,91366.6,40431.6875,Новоорский,1692,Новоорский муниципальный район,муниципальный район,56,Оренбургская область,53630000
1760,53-631-000-000,39946.925,46686.85,53769.8875,30790.542857142857,,96696.57142857143,24158.8375,61718.6125,33855.1,61344.175,39401.075,,29719.55,34183.325,41668.0,62439.9,39095.1125,53481.375,61323.95,41891.025,Новосергиевский,1693,Новосергиевский муниципальный район,муниципальный район,56,Оренбургская область,53631000
1761,53-633-000-000,103871.525,43164.4,49630.95,26524.975,,55059.125,45845.975,35392.775,34430.7625,,39789.4625,,,42375.4,40806.6125,45316.325,33974.525,61738.8,40776.8,45881.625,Октябрьский,1694,Октябрьский муниципальный район,муниципальный район,56,Оренбургская область,53633000
1762,53-634-000-000,81080.8,42007.2625,53498.3625,34013.237499999996,,87609.3625,45550.5875,47362.4,46636.8,93429.475,48744.425,36584.7125,32894.950000000004,50800.6125,48962.3125,67152.675,60126.0375,74326.2875,48872.4375,66616.675,Оренбургский,1695,Оренбургский муниципальный район,муниципальный район,56,Оренбургская область,53634000
1763,53-636-000-000,32033.362500000003,23723.375,47817.975,22167.525,,114660.45000000001,36188.0,58576.8375,40113.7875,64319.425,39901.75,,22384.2,34460.35,40630.9,68470.88333333333,38114.8875,62441.399999999994,37322.675,38374.075,Первомайский,1696,Первомайский муниципальный район,муниципальный район,56,Оренбургская область,53636000
1764,53-637-000-000,50394.1625,34468.25,47096.475,31576.6375,,107532.625,40076.7875,32994.3125,32050.4125,70446.475,39382.1,18700.0,23853.525,40927.7625,39803.4875,57917.4,39738.4125,,50944.425,42893.95,Переволоцкий,1697,Переволоцкий муниципальный район,муниципальный район,56,Оренбургская область,53637000
1765,53-638-000-000,26616.8375,,46202.950000000004,21768.05,,,38763.475,26420.175,34578.6,,34680.8625,,,29696.4,34528.375,44546.225,34133.075,,49282.0,39974.85,Пономарёвский,1698,Пономарёвский муниципальный район,муниципальный район,56,Оренбургская область,53638000
1766,53-640-000-000,29143.85,27733.0125,47164.1875,26538.425,,,40073.3375,29900.525,39587.3625,46675.775,38244.1,,24678.833333333332,53954.2125,39960.9,39741.175,43972.9625,75536.2,58995.6125,46768.3125,Сакмарский,1699,Сакмарский муниципальный район,муниципальный район,56,Оренбургская область,53640000
1767,53-641-000-000,56044.5125,48052.425,50491.2875,35928.3,,33483.44,40189.475,33952.075,33516.425,77804.3875,38627.3125,27668.925,19359.025,49271.8125,43648.1,60118.775,38539.7875,39965.9,55406.55,40848.775,Саракташский,1700,Саракташский муниципальный район,муниципальный район,56,Оренбургская область,53641000
1768,53-642-000-000,33788.525,33222.674999999996,40807.3625,,,108088.0,35513.7125,28281.925,28713.7,,36541.2375,,27826.95,49592.475,44129.3875,66609.025,32682.0875,49526.5,30001.15,33788.325,Светлинский,1701,Светлинский муниципальный район,муниципальный район,56,Оренбургская область,53642000
1769,53-643-000-000,72959.6125,23240.25,43420.4,30577.8,,80865.55,34823.325,32310.975,31366.1,,34312.95,23458.25,28920.5,67646.325,39426.275,69936.5,47342.6625,81792.2375,53425.7875,37578.65,Северный,1702,Северный муниципальный район,муниципальный район,56,Оренбургская область,53643000
1770,53-651-000-000,83423.8,35797.325,51498.5875,24068.7625,,104333.7625,39708.125,29667.9,46056.8875,35977.1,40385.1,25470.233333333334,26476.8,35518.475,43314.7875,32883.85,36847.1125,78007.7875,43815.025,50049.3625,Ташлинский,1703,Ташлинский муниципальный район,муниципальный район,56,Оренбургская область,53651000
1771,53-652-000-000,33153.325,32475.675000000003,41025.4125,23261.225,,,41067.25,29051.175,38021.1375,26265.3,38594.1375,32415.175000000003,,29819.725000000002,40638.275,37038.2,39084.725,45765.4375,49291.7875,79306.375,Тоцкий,1704,Тоцкий муниципальный район,муниципальный район,56,Оренбургская область,53652000
1772,53-653-000-000,28408.225,22233.65,54032.8125,,,23669.2,36541.025,36777.725,35436.15,,36692.85,24829.4,25555.675,28599.65,35889.3,,37627.3875,42503.95,23488.475,40759.35,Тюльганский,1705,Тюльганский муниципальный район,муниципальный район,56,Оренбургская область,53653000
1773,53-656-000-000,24165.225,25316.175,46263.025,,,,38191.15,29644.425,32876.0,19315.975,40289.05,26872.65,,23732.575,34217.075,45979.95,39084.5875,46904.025,45949.275,44591.65,Шарлыкский,1706,Шарлыкский муниципальный район,муниципальный район,56,Оренбургская область,53656000
1774,53-701-000-000,48849.2,57447.2,64374.975,40620.3375,,117738.2375,54366.025,67395.8125,77085.5875,104277.1,50091.15,49695.65,39659.925,39409.1125,80349.7,80353.425,60506.7125,68260.9,65197.037500000006,81789.7375,Оренбург,1665,городской округ город Оренбург,городской округ,56,Оренбургская область,53701000
1775,53-704-000-000,31332.9875,27241.375,53231.6375,36352.4875,,,41595.0125,29195.025,41408.95,43557.0,39181.2125,22818.125,36495.225,26722.875,42928.675,46949.7,40884.675,77363.5375,58627.975,50281.9875,Абдулинский,1666,городской округ Абдулинский,городской округ,56,Оренбургская область,53704000
1776,53-708-000-000,38382.5125,52783.6375,62953.3875,28510.45,,97806.525,43125.7,51380.174999999996,54155.35,55400.05,39975.1125,31530.2875,31325.840000000004,31386.725,47220.9,132040.55,42160.45,87136.5625,57558.9125,55643.025,Бугуруслан,1667,городской округ город Бугуруслан,городской округ,56,Оренбургская область,53708000
1777,53-712-000-000,43677.7125,38033.6875,59009.549999999996,25320.1375,,93922.55,54221.2875,68634.4625,72757.8875,60141.4125,43640.6875,31522.3125,46144.225,34591.4375,40010.225,61952.175,44145.1,54004.975,54903.6,67203.5375,Бузулук,1668,городской округ город Бузулук,городской округ,56,Оренбургская область,53712000
1778,53-713-000-000,40686.025,52172.65,57738.2125,29423.05,,85947.45,40301.3,67560.325,44497.625,67777.925,39506.025,30154.325,24453.6,47168.925,42053.15,57250.525,55372.65,53769.22857142857,54011.575,45506.5875,Гайский,1669,городской округ Гайский,городской округ,56,Оренбургская область,53713000
1779,53-714-000-000,30663.225,52630.174999999996,55207.8375,50226.175,,33328.1,44017.375,35772.25,32414.625,46745.225,40114.3375,54189.7,28434.05,28255.4,42402.3125,62092.625,38763.175,56566.375,39977.775,48296.5125,Кувандыкский,1670,городской округ Кувандыкский,городской округ,56,Оренбургская область,53714000
1780,53-715-000-000,36755.6,27940.025,55061.5375,,,,37045.5,48807.4875,30695.2625,68347.9125,40761.8625,22810.6,21721.3,,37071.1125,39784.625,41533.8625,27023.3,50699.825,41846.9625,Медногорск,1671,городской округ город Медногорск,городской округ,56,Оренбургская область,53715000
1781,53-720-000-000,47527.15,96523.6875,37393.1375,45373.375,,63459.68000000001,45130.325,67542.4125,50558.3375,78430.5875,43710.8375,52352.18571428571,38405.2375,31672.075,45054.3375,51741.4,43490.4625,82996.025,45602.0625,61450.425,Новотроицк,1672,городской округ город Новотроицк,городской округ,56,Оренбургская область,53720000
1782,53-723-000-000,41128.85,45066.125,59476.15,45880.35,,63549.0875,47601.4875,62286.8125,58798.8375,82171.075,42014.4375,73735.125,33689.95,57915.1125,55054.7625,68526.8375,45521.8,59989.5,57648.45,75502.6125,Орск,1673,городской округ город Орск,городской округ,56,Оренбургская область,53723000
1783,53-725-000-000,28495.7375,33295.2,37224.625,37502.8,,56671.65,42879.625,44139.925,34463.5125,32311.425,36585.575,,20746.35,44655.7875,43626.625,59551.85,38842.075,60524.2,45624.4875,46174.0125,Соль-Илецкий,1674,городской округ Соль-Илецкий,городской округ,56,Оренбургская область,53725000
1784,53-727-000-000,50025.85,30188.5375,60484.925,20797.55,,66126.075,38785.5,52222.9875,51165.1375,53717.4,37564.2125,27691.55,,32785.025,42323.1625,53162.05,40937.9375,38639.65,49841.8875,50606.45,Сорочинский,1675,городской округ Сорочинский,городской округ,56,Оренбургская область,53727000
1785,53-732-000-000,27493.25,55196.2,58976.7625,26688.3,,54399.1,35403.8125,34312.025,39850.5625,51340.4625,38229.5125,19347.225,28549.025,,39454.8625,59853.925,41761.4375,23956.775,42380.25,49059.8,Ясненский,1676,городской округ Ясненский,городской округ,56,Оренбургская область,53732000
1786,54-501-000-000,27161.1,53029.81999999999,52303.475,38876.7,,,42221.7625,73774.8875,39471.575,65235.1875,41773.2,43595.1625,20762.7,50909.975,37190.5625,51413.1375,85319.0125,91648.4375,47997.4625,54296.7,Орловский,1726,муниципальный округ Орловский,муниципальный округ,57,Орловская область,54501000
1787,54-604-000-000,26068.6375,22991.5,43488.8375,23591.7,,,33118.375,34474.31999999999,37740.0,53410.3,33041.7625,24166.7,,54244.05,23710.075,,40869.9,40731.8,49693.925,47807.6125,Болховский,1710,Болховский муниципальный район,муниципальный район,57,Орловская область,54604000
1788,54-608-000-000,25555.7875,29013.0,47622.9375,29490.7,,74541.7,32375.7375,44643.7625,33389.35,37322.0,34802.225,21583.3,30935.1,114614.5625,26198.0625,,40102.025,44279.8375,48040.85,48637.15,Верховский,1711,Верховский муниципальный район,муниципальный район,57,Орловская область,54608000
1789,54-610-000-000,41700.0,33085.3,49037.6125,19972.1,,,31248.8125,29883.6,36704.2,33945.2,32683.35,27852.125,,66839.15,48157.4,,38352.075,31239.8,52360.8125,48444.0,Глазуновский,1712,Глазуновский муниципальный район,муниципальный район,57,Орловская область,54610000
1790,54-612-000-000,30660.833333333332,,44971.525,,,,33087.7125,42426.4,29769.9,800.0,35706.575,24875.3,15225.3,70351.0,36167.375,55015.4,41321.0125,,47922.975,50220.1875,Дмитровский,1713,Дмитровский муниципальный район,муниципальный район,57,Орловская область,54612000
1791,54-615-000-000,81935.0,28648.9,45837.8125,39701.7,,,30591.275,29506.0,,36034.45,35832.6375,,30277.98,41372.475,29864.525,,37404.3,72253.375,48942.5375,48393.575,Должанский,1714,Должанский муниципальный район,муниципальный район,57,Орловская область,54615000
1792,54-618-000-000,26783.766666666666,22278.5,43593.4875,,,,31343.8875,33807.8,,38665.8,36961.700000000004,,22483.3,51882.05,32937.4375,,38348.6625,22456.7,44075.1125,51334.6125,Залегощенский,1715,Залегощенский муниципальный район,муниципальный район,57,Орловская область,54618000
1793,54-620-000-000,23959.7,29264.6,39586.05,,,,31274.8,26259.5,30250.0,,38144.0875,32458.3,,59042.0,28077.6125,,35849.1,,48607.42,40137.5,Знаменский,1716,Знаменский муниципальный район,муниципальный район,57,Орловская область,54620000
1794,54-623-000-000,17916.120000000003,28778.8,47609.85,49938.9,,,32867.9875,32400.9,37412.7,50122.5,36406.875,16983.3,32997.6,82399.4625,30877.3,,39068.5125,,48248.925,50739.5,Колпнянский,1717,Колпнянский муниципальный район,муниципальный район,57,Орловская область,54623000
1795,54-624-000-000,36718.8375,32088.7,38506.425,,,,35401.0,40843.8,,54508.9,37158.8,,19455.6,54836.2,30924.6,,34573.5375,39181.4,47561.9875,23356.2,Краснозоренский,1718,Краснозоренский муниципальный район,муниципальный район,57,Орловская область,54624000
1796,54-625-000-000,30199.8,30083.5,48790.6125,,,,32211.9,32110.219999999994,27134.940000000002,51637.357142857145,36095.5625,30008.9625,15550.1,61602.6875,30414.725,,38956.9375,35031.7125,49220.8875,46103.85,Кромской,1719,Кромской муниципальный район,муниципальный район,57,Орловская область,54625000
1797,54-626-000-000,31098.5125,28148.5,39534.0,,,,36539.5375,44777.6,,,36175.075,,,58084.45,30193.8,,41228.259999999995,,43082.625,36725.0,Корсаковский,1720,Корсаковский муниципальный район,муниципальный район,57,Орловская область,54626000
1798,54-629-000-000,115619.8,,34284.3125,33412.05,,,27387.825,,28831.7,62753.9875,38370.0875,906071.4,12916.7,52843.65,,42405.5,52197.75,39431.7,,34243.5,Ливенский,1721,Ливенский муниципальный район,муниципальный район,57,Орловская область,54629000
1799,54-632-000-000,30180.36666666667,25710.0,46956.575,32427.3625,,,30218.9,29042.8,32137.3,19025.0,34980.8375,35065.0,,57655.2375,33157.4875,,38632.7125,24677.7,46687.5375,49552.925,Малоархангельский,1722,Малоархангельский муниципальный район,муниципальный район,57,Орловская область,54632000
1800,54-636-000-000,22075.2,26860.5,48138.35,,,,35498.875,34449.5,43038.75,59013.8375,38228.3375,26612.35,,60265.1,45179.3375,34252.4,47098.0375,,33094.3,36634.1,Мценский,1723,Мценский муниципальный район,муниципальный район,57,Орловская область,54636000
1801,54-639-000-000,31686.166666666668,24012.55,47827.15,30758.3,,,31269.0875,33215.8,48234.7,,37078.6375,18061.1,24572.54,55368.662500000006,29684.475000000002,,36932.2125,43906.1,43957.725,48585.6,Новодеревеньковский,1724,Новодеревеньковский муниципальный район,муниципальный район,57,Орловская область,54639000
1802,54-643-000-000,31013.166666666668,26836.54,45949.5875,48000.0,,,31955.1,31011.7,40643.3,,35242.05,,18420.8,58020.725,25359.9375,,39945.55,29800.0,43834.1375,50537.9,Новосильский,1725,Новосильский муниципальный район,муниципальный район,57,Орловская область,54643000
1803,54-647-000-000,27161.1,53029.81999999999,52303.475,38876.7,,,42221.7625,73774.8875,39471.575,65235.1875,41773.2,43595.1625,20762.7,50909.975,37190.5625,51413.1375,85319.0125,91648.4375,47997.4625,54296.7,Орловский,1726,Орловский муниципальный район,муниципальный район,57,Орловская область,54647000
1804,54-650-000-000,30364.06666666667,33820.05,47312.7375,,,,32386.074999999997,37806.7,127897.7,,37406.425,32023.8,22350.0,54394.3375,34167.9625,,38621.325,26147.3,49933.380000000005,46772.35,Покровский,1727,Покровский муниципальный район,муниципальный район,57,Орловская область,54650000
1805,54-652-000-000,36139.9,27896.1,54642.7125,33377.8,,,30127.575,31491.8,39773.225,59982.1,36009.025,24408.3,17028.8,53378.75,36089.4875,,35603.9625,41047.2,49228.0875,43948.125,Свердловский,1728,Свердловский муниципальный район,муниципальный район,57,Орловская область,54652000
1806,54-653-000-000,33988.86666666667,24360.3,47651.65,20074.325,,,30649.7,24240.5,34013.9,,33637.525,27765.0,,52618.0,30039.775,,36895.2,,44745.625,39050.0,Сосковский,1729,Сосковский муниципальный район,муниципальный район,57,Орловская область,54653000
1807,54-654-000-000,40933.76666666666,39225.2,45065.4375,,,,32364.912500000002,28748.3,,,38753.6,34633.3,26719.4,61185.2125,22782.075,82230.9,39657.4375,,44008.05,47960.2,Троснянский,1730,Троснянский муниципальный район,муниципальный район,57,Орловская область,54654000
1808,54-655-000-000,22504.725,29738.2,51865.1,15340.8,,,35272.375,29309.7,183073.25,24451.257142857143,38668.825,17873.6375,14608.2625,42002.8,25514.7125,,41441.225,33962.225,47358.5,41806.0375,Урицкий,1731,Урицкий муниципальный район,муниципальный район,57,Орловская область,54655000
1809,54-657-000-000,44923.43333333333,33090.3,51087.35,32470.7,,,31706.925,29245.6,39754.6,,34449.125,42001.5,,66957.525,36413.275,39358.0,38589.9625,,44559.125,45447.479999999996,Хотынецкий,1732,Хотынецкий муниципальный район,муниципальный район,57,Орловская область,54657000
1810,54-659-000-000,35878.4,23078.3,36146.775,,,,33043.1,33784.1,31297.5,,36119.5,18986.375,,64953.5625,26123.1875,49417.0,37129.1375,,44341.425,36788.1,Шаблыкинский,1733,Шаблыкинский муниципальный район,муниципальный район,57,Орловская область,54659000
1811,54-701-000-000,41714.75,38211.95,59658.475,43385.0625,,89234.85,45489.8375,50011.8125,62644.2875,62382.6375,46488.6,42117.1875,37149.375,69038.0125,44177.5,58589.8375,53232.1625,59854.675,55192.1875,79951.4,Орёл,1707,городской округ город Орёл,городской округ,57,Орловская область,54701000
1812,54-705-000-000,28774.8,36838.975,51708.875,28898.8,,,34553.3875,35539.525,73149.7875,50891.5125,34451.8125,25908.82857142857,27967.4,45380.385714285716,36916.1375,30140.4,45313.5125,35058.425,46813.2875,53473.225000000006,Ливны,1708,городской округ город Ливны,городской округ,57,Орловская область,54705000
1813,54-710-000-000,28963.5375,42365.9125,45638.65,23565.7,,,35676.2875,33505.28571428572,38991.0875,54645.2125,36811.3125,36466.7,22745.4,56272.2625,31797.95,,43148.8625,26793.65,42839.4875,47685.825000000004,Мценск,1709,городской округ город Мценск,городской округ,57,Орловская область,54710000
1814,56-603-000-000,56397.625,32457.25,42463.375,35785.425,,,36268.9,33735.2625,37645.740000000005,36051.85,36319.0125,20000.0,,51657.6125,38529.9875,83934.325,40043.0875,76679.625,34685.5,97565.275,Башмаковский,1737,Башмаковский муниципальный район,муниципальный район,58,Пензенская область,56603000
1815,56-606-000-000,30101.825,24404.875,44759.6125,,,,33277.825,29576.65,31106.975,37996.85,34457.7875,16179.175,,47661.2,36821.475,59124.700000000004,39462.875,31731.274999999998,34385.35,29043.4,Спасский,1761,Спасский муниципальный район,муниципальный район,58,Пензенская область,56606000
1816,56-609-000-000,24972.216666666664,29005.225,39822.0,,,,32086.4375,52145.15,35334.45,44324.45,33767.7125,29385.2,,48781.1125,32132.5,,38195.325,50604.1875,37753.375,43974.725,Бековский,1738,Бековский муниципальный район,муниципальный район,58,Пензенская область,56609000
1817,56-612-000-000,26599.274999999998,21863.55,37099.3875,,,,35953.2,26057.3375,25559.8,44303.5375,34635.625,16984.0,,51103.4625,44337.75,33030.075,38834.7625,22180.05,26538.1625,66158.5,Белинский,1739,Белинский муниципальный район,муниципальный район,58,Пензенская область,56612000
1818,56-613-000-000,31767.5,25295.0375,46116.8125,56999.299999999996,,,36217.9125,78237.175,68407.875,56234.675,38355.325,39232.049999999996,,61854.4875,38078.5125,81809.0,55432.0375,86629.9875,27996.575,46600.675,Бессоновский,1740,Бессоновский муниципальный район,муниципальный район,58,Пензенская область,56613000
1819,56-615-000-000,28907.475,25385.225,39362.55,,,,30219.525,36449.8,31057.8875,36063.625,35659.9625,,32729.85,48240.3,35167.85,,34919.025,61907.2375,35412.425,32340.55,Вадинский,1741,Вадинский муниципальный район,муниципальный район,58,Пензенская область,56615000
1820,56-618-000-000,20843.85,24136.1375,39389.7625,,,,37432.4,31285.8,28902.620000000003,59281.6375,35385.7625,,,,37222.1,,42760.1625,47365.475,23138.95,45171.2125,Городищенский,1742,Городищенский муниципальный район,муниципальный район,58,Пензенская область,56618000
1821,56-623-000-000,24022.0,,37858.3375,,,,32883.575,26080.425,40982.5,42359.95,34519.325,,,56619.65,35896.075,,37618.4875,34861.925,40334.5375,89722.2,Земетчинский,1743,Земетчинский муниципальный район,муниципальный район,58,Пензенская область,56623000
1822,56-626-000-000,26164.825,29412.775,40088.15,,,55543.475,36443.725,25548.075,25001.75,35037.5,34298.1375,24627.8,,59949.0125,34619.9,,36839.0875,55125.075,34515.775,,Иссинский,1744,Иссинский муниципальный район,муниципальный район,58,Пензенская область,56626000
1823,56-629-000-000,30186.5,24990.1625,43783.8,22663.45,,,36165.5375,57473.375,35148.9125,65507.05,37348.9375,,,70217.6125,38643.2,47361.1,42389.475,47145.6125,46702.1375,56413.6875,Каменский,1745,Каменский муниципальный район,муниципальный район,58,Пензенская область,56629000
1824,56-631-000-000,25509.35,18908.8,36217.1875,,,51126.475,33802.0625,21439.25,36396.774999999994,48217.774999999994,34704.625,,,51205.95,35195.7375,21995.85,36457.3125,61891.3,29091.75,,Камешкирский,1746,Камешкирский муниципальный район,муниципальный район,58,Пензенская область,56631000
1825,56-633-000-000,19629.75,,42341.4875,,,,38025.4,31533.025,37154.2625,34966.8,36476.65,25311.875,,50712.1125,36761.5875,110011.825,38750.475,53958.5,34401.625,100042.375,Колышлейский,1747,Колышлейский муниципальный район,муниципальный район,58,Пензенская область,56633000
1826,56-640-000-000,,,28610.274999999998,47856.725,,,29086.925,69662.175,41842.325,43617.25,31636.175000000003,24549.199999999997,,50307.4125,35602.3375,66425.4875,42984.35,96905.4125,,,Кузнецкий,1748,Кузнецкий муниципальный район,муниципальный район,58,Пензенская область,56640000
1827,56-642-000-000,19502.8,19228.933333333334,40404.35,,,,34559.1,32735.325,33605.9,49008.575,36332.225,,,44179.65,32824.775,,36901.4625,25965.125,34062.325,18692.375,Лопатинский,1749,Лопатинский муниципальный район,муниципальный район,58,Пензенская область,56642000
1828,56-643-000-000,18732.85,21449.1625,40169.15,,,,40511.3375,29613.225,33842.7875,36614.675,32146.6625,,,70792.7625,34514.9,,40117.825,23874.4,35726.2,,Лунинский,1750,Лунинский муниципальный район,муниципальный район,58,Пензенская область,56643000
1829,56-644-000-000,30392.075,21562.825,34877.775,,,,31538.225,21383.35,20130.275,35960.475,36207.8,,,51211.65,36658.275,,34072.9875,55416.3,35127.875,,Малосердобинский,1751,Малосердобинский муниципальный район,муниципальный район,58,Пензенская область,56644000
1830,56-645-000-000,29742.825,32385.3625,41306.1625,,,,39491.1375,29688.7375,39445.385714285716,46005.75,38459.65,32936.5,,53837.475,40013.225,62852.26666666666,43585.9875,54093.875,37547.1,81192.85,Мокшанский,1752,Мокшанский муниципальный район,муниципальный район,58,Пензенская область,56645000
1831,56-647-000-000,29267.175,23668.2,38471.0375,,,,32518.45,28749.275,49553.875,35759.8,35287.55,,,47767.15,35504.4625,,43213.875,,34507.25,,Наровчатский,1753,Наровчатский муниципальный район,муниципальный район,58,Пензенская область,56647000
1832,56-649-000-000,28490.375,22067.7,37063.3375,,,,30066.775,21558.95,36156.2,25829.8,33252.75,,,,36367.4875,,40110.625,44696.175,34124.325,,Неверкинский,1754,Неверкинский муниципальный район,муниципальный район,58,Пензенская область,56649000
1833,56-651-000-000,24166.075,34482.6625,48652.4625,39551.575,,,34834.6875,38988.05,48684.2,60671.3375,37549.3625,28275.7875,,60671.924999999996,35394.925,37380.35,83396.8125,27972.0375,50226.0625,52758.6375,Нижнеломовский,1755,Нижнеломовский муниципальный район,муниципальный район,58,Пензенская область,56651000
1834,56-653-000-000,33406.625,21781.25,45912.5875,21278.525,,,35996.625,28645.8875,33804.9875,73839.15,34158.2,37688.575,,58912.0875,35166.55,16642.425,38440.7,30773.1,37993.9375,53913.799999999996,Никольский,1756,Никольский муниципальный район,муниципальный район,58,Пензенская область,56653000
1835,56-654-000-000,26214.3,25024.8,42094.225,,,,31186.075,37354.412500000006,38628.825,36146.05,33134.225,,,49271.6125,33334.925,,37473.862499999996,44976.625,42820.8125,40595.15,Пачелмский,1757,Пачелмский муниципальный район,муниципальный район,58,Пензенская область,56654000
1836,56-655-000-000,75153.25,36254.0125,36858.425,25698.15,,156432.65,39220.7,57742.25,38835.8125,41806.125,37991.8625,22892.95,,62666.025,38372.1125,74940.65000000001,58649.7375,75250.1,57429.75,,Пензенский,1758,Пензенский муниципальный район,муниципальный район,58,Пензенская область,56655000
1837,56-656-000-000,32801.2625,31697.45,39888.6875,26250.5,,,38813.1,44587.975,33936.5125,41719.8125,35527.8,36333.45,23419.1,52287.6,35928.8125,,40383.9,50932.325,45334.1625,46016.0875,Сердобский,1759,Сердобский муниципальный район,муниципальный район,58,Пензенская область,56656000
1838,56-657-000-000,21232.45,23121.125,34853.875,,,,33375.425,27389.75,27327.074999999997,31485.199999999997,33013.6125,,,,37224.5875,,38977.9625,,32445.574999999997,,Сосновоборский,1760,Сосновоборский муниципальный район,муниципальный район,58,Пензенская область,56657000
1839,56-658-000-000,52031.3,25953.475,43066.5,,,,34431.5,23010.72857142857,27595.9,34183.525,33829.7,,,47412.825,34996.575,,52530.7125,54945.1,30642.2,45241.225,Тамалинский,1762,Тамалинский муниципальный район,муниципальный район,58,Пензенская область,56658000
1840,56-659-000-000,24271.1875,21943.775,38476.3875,,,,34851.3,21859.125,26491.525,36397.525,33082.175,,,43456.05,34970.3,,38330.65,25569.9875,35614.4,,Шемышейский,1763,Шемышейский муниципальный район,муниципальный район,58,Пензенская область,56659000
1841,56-701-000-000,50560.2,47506.35,58723.875,49446.25,,64298.6,50421.45,74709.1125,80955.2125,61333.675,45641.125,52125.975,51689.175,56520.8,39689.6,64249.025,54607.6625,59654.4375,61160.850000000006,75627.325,Пенза,1734,городской округ город Пенза,городской округ,58,Пензенская область,56701000
1842,56-705-000-000,27940.125,34726.975,40423.4125,27113.6,,16875.825,40061.0375,34495.65,35509.05,59611.225,35424.7125,30067.3875,38057.1625,,33179.7,75252.075,48552.725,42445.1125,49839.1,62330.0875,Кузнецк,1735,городской округ город Кузнецк,городской округ,58,Пензенская область,56705000
1843,56-734-000-000,41798.32857142857,45790.575,54273.97142857143,,,,39599.885714285716,44678.68571428571,63738.78571428572,69054.12857142858,36513.97142857143,44421.85,43608.18571428571,,36193.24285714286,44178.0,41008.91428571429,39823.875,,52720.71428571428,Заречный,1736,городской округ ЗАТО город Заречный,городской округ,58,Пензенская область,56734000
1844,57-502-000-000,32883.55,29204.3375,52428.0875,34020.9,,58879.075,39891.2875,33217.325,35795.475,47515.675,37686.4625,25892.5,24533.425,24251.0,40042.025,49274.675,40643.2125,31338.6375,81565.3625,47142.65,Александровский,734,муниципальный округ Александровский,муниципальный округ,59,Пермский край,57502000
1845,57-503-000-000,27048.1125,26317.725,52551.2125,24018.8375,,79992.225,46185.1125,39775.6375,41699.025,46834.65,37831.799999999996,34568.75,,33005.55,45932.525,109337.875,42756.4625,88480.55,47778.4,50063.4375,Бардымский,735,муниципальный округ Бардымский,муниципальный округ,59,Пермский край,57503000
1846,57-506-000-000,33778.0,29384.6,45039.6625,41720.975,,65797.85,48850.0375,33395.825,31637.425,33310.0,41703.4125,,,32201.149999999998,45683.325,,38040.425,77806.09999999999,60219.9625,58622.0,Березовский,736,муниципальный округ Березовский,муниципальный округ,59,Пермский край,57506000
1847,57-508-000-000,33476.8,27702.625,47037.15,26830.975,,56701.55,40735.4125,38200.675,33915.65,30491.8,34208.0625,,,41077.625,37282.975000000006,76530.025,44641.3125,89002.5875,50011.075,51439.8875,Большесосновский,737,муниципальный округ Большесосновский,муниципальный округ,59,Пермский край,57508000
1848,57-513-000-000,55882.15,34902.025,66099.4875,34291.2625,,,52054.175,40524.325,40363.1625,,49820.675,29968.35,,56452.8625,48147.9875,,46423.35,37837.875,90819.84,49012.25,Гайнский,769,муниципальный округ Гайнский,муниципальный округ,59,Пермский край,57513000
1849,57-516-000-000,37233.975,31924.65,48510.175,43051.6875,,48682.35,43413.7375,107861.125,84032.325,72434.3,42942.0875,35965.4,99215.975,49931.5,40553.6625,64848.8,39497.3625,71703.9,48235.375,58294.0,Губахинский,2886,муниципальный округ Губахинский,муниципальный округ,59,Пермский край,57516000
1850,57-518-000-000,41663.65,25572.85,47574.9,23045.8875,,74101.15,41609.2125,27294.475,30253.325,24372.775,39647.675,,,,32964.774999999994,,43484.425,25428.15,49314.0,41054.3,Еловский,742,муниципальный округ Еловский,муниципальный округ,59,Пермский край,57518000
1851,57-522-000-000,25992.425,,50036.0625,24519.3625,,58791.95,39707.9625,28650.075,46809.8875,28241.416666666668,41901.85,,,40340.7125,41263.275,,44545.15,33688.475,56783.100000000006,48810.125,Карагайский,744,муниципальный округ Карагайский,муниципальный округ,59,Пермский край,57522000
