,indicator_section_code,indicator_section,indicator_code,indicator_name,sport,region_id,region_name,mun_level,mun_district,municipality,oktmo,mun_type,mun_type_oktmo,oktmo_stable,oktmo_history,oktmo_year_from,oktmo_year_to,indicator_value,indicator_unit,indicator_period,comment,year
1017913,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Наурский муниципальный район,Наурский муниципальный район,96622000,Муниципальный район,Муниципальный район,96622000,Без изменений,2010,2025,94.0,Единица,Значение показателя за год,CD,2023
1018419,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Ножай-Юртовский муниципальный район,Ножай-Юртовский муниципальный район,96625000,Муниципальный район,Муниципальный район,96625000,Без изменений,2010,2025,55.0,Единица,Значение показателя за год,CD,2023
1019043,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Шатойский муниципальный район,Шатойский муниципальный район,96628000,Муниципальный район,Муниципальный район,96628000,"Изменен тип, название и территориальный состав",2010,2025,35.0,Единица,Значение показателя за год,CD,2023
1019383,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Серноводский муниципальный район,Серноводский муниципальный район,96631000,Муниципальный район,Муниципальный район,96631000,"Изменен тип, название и территориальный состав",2010,2025,39.0,Единица,Значение показателя за год,CD,2023
1019505,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Урус-Мартановский муниципальный район,Урус-Мартановский муниципальный район,96634000,Муниципальный район,Муниципальный район,96634000,"Изменен тип, название и территориальный состав",2010,2025,168.0,Единица,Значение показателя за год,CD,2023
1019959,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Шалинский муниципальный район,Шалинский муниципальный район,96637000,Муниципальный район,Муниципальный район,96637000,Без изменений,2010,2025,96.0,Единица,Значение показателя за год,CD,2023
1020328,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Шелковской муниципальный район,Шелковской муниципальный район,96640000,Муниципальный район,Муниципальный район,96640000,Без изменений,2010,2025,178.0,Единица,Значение показателя за год,CD,2023
1020987,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Шаройский муниципальный район,Шаройский муниципальный район,96691000,Муниципальный район,Муниципальный район,96691000,Без изменений,2010,2025,11.0,Единица,Значение показателя за год,CD,2023
1021061,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Город Грозный,Город Грозный,96701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",96701000,"Изменен тип, название и территориальный состав",2010,2025,432.0,Единица,Значение показателя за год,CD,2023
1021101,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,96,Чеченская Республика,Муниципальное образование верхнего уровня,Город Аргун,Город Аргун,96702000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",96702000,"Изменен тип, название и территориальный состав",2010,2025,69.0,Единица,Значение показателя за год,CD,2023
1021105,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Красноармейский муниципальный округ,Красноармейский муниципальный округ,97524000,Муниципальный округ,Муниципальный округ,97524000,Изменен тип и название,2022,2025,68.0,Единица,Значение показателя за год,CD,2023
1021106,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Шумерлинский муниципальный округ,Шумерлинский муниципальный округ,97550000,Муниципальный округ,Муниципальный округ,97550000,Изменен тип и название,2022,2025,49.0,Единица,Значение показателя за год,CD,2023
1021151,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Алатырский муниципальный район,Алатырский муниципальный район,97603000,Муниципальный район,Муниципальный район,97503000,Изменен тип и название,2010,2022,47.0,Единица,Значение показателя за год,CD,2023
1021962,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Аликовский муниципальный район,Аликовский муниципальный район,97605000,Муниципальный район,Муниципальный район,97505000,Изменен тип и название,2010,2022,103.0,Единица,Значение показателя за год,CD,2023
1022631,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Батыревский муниципальный район,Батыревский муниципальный район,97607000,Муниципальный район,Муниципальный район,97507000,Изменен тип и название,2010,2022,179.0,Единица,Значение показателя за год,CD,2023
1023582,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Вурнарский муниципальный район,Вурнарский муниципальный район,97610000,Муниципальный район,Муниципальный район,97510000,Изменен тип и название,2010,2022,125.0,Единица,Значение показателя за год,CD,2023
1024502,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Ибресинский муниципальный район,Ибресинский муниципальный район,97613000,Муниципальный район,Муниципальный район,97513000,Изменен тип и название,2010,2022,131.0,Единица,Значение показателя за год,CD,2023
1025237,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Канашский муниципальный район,Канашский муниципальный район,97616000,Муниципальный район,Муниципальный район,97516000,Изменен тип и название,2010,2022,218.0,Единица,Значение показателя за год,CD,2023
1026529,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Козловский муниципальный район,Козловский муниципальный район,97619000,Муниципальный район,Муниципальный район,97519000,Изменен тип и название,2010,2022,96.0,Единица,Значение показателя за год,CD,2023
1027088,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Комсомольский муниципальный район,Комсомольский муниципальный район,97621000,Муниципальный район,Муниципальный район,97521000,Изменен тип и название,2010,2022,100.0,Единица,Значение показателя за год,CD,2023
1028235,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Красночетайский муниципальный район,Красночетайский муниципальный район,97626000,Муниципальный район,Муниципальный район,97526000,Изменен тип и название,2010,2022,94.0,Единица,Значение показателя за год,CD,2023
1028793,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Мариинско-Посадский муниципальный район,Мариинско-Посадский муниципальный район,97629000,Муниципальный район,Муниципальный район,97529000,Изменен тип и название,2010,2022,72.0,Единица,Значение показателя за год,CD,2023
1029431,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Моргаушский муниципальный район,Моргаушский муниципальный район,97632000,Муниципальный район,Муниципальный район,97532000,Изменен тип и название,2010,2022,114.0,Единица,Значение показателя за год,CD,2023
1030319,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Порецкий муниципальный район,Порецкий муниципальный район,97635000,Муниципальный район,Муниципальный район,97535000,Изменен тип и название,2010,2022,57.0,Единица,Значение показателя за год,CD,2023
1030984,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Урмарский муниципальный район,Урмарский муниципальный район,97638000,Муниципальный район,Муниципальный район,97538000,Изменен тип и название,2010,2022,92.0,Единица,Значение показателя за год,CD,2023
1031849,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Цивильский муниципальный район,Цивильский муниципальный район,97641000,Муниципальный район,Муниципальный район,97541000,Изменен тип и название,2010,2022,104.0,Единица,Значение показателя за год,CD,2023
1032812,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Чебоксарский муниципальный район,Чебоксарский муниципальный район,97644000,Муниципальный район,Муниципальный район,97544000,Изменен тип и название,2010,2022,227.0,Единица,Значение показателя за год,CD,2023
1033787,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Шемуршинский муниципальный район,Шемуршинский муниципальный район,97647000,Муниципальный район,Муниципальный район,97547000,Изменен тип и название,2010,2022,51.0,Единица,Значение показателя за год,CD,2023
1034837,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Ядринский муниципальный район,Ядринский муниципальный район,97653000,Муниципальный район,Муниципальный район,97553000,Изменен тип и название,2010,2022,118.0,Единица,Значение показателя за год,CD,2023
1035812,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Яльчикский муниципальный район,Яльчикский муниципальный район,97655000,Муниципальный район,Муниципальный район,97555000,Изменен тип и название,2010,2022,86.0,Единица,Значение показателя за год,CD,2023
1036338,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Янтиковский муниципальный район,Янтиковский муниципальный район,97658000,Муниципальный район,Муниципальный район,97558000,Изменен тип и название,2010,2022,76.0,Единица,Значение показателя за год,CD,2023
1036921,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Город Чебоксары,Город Чебоксары,97701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",97701000,Без изменений,2010,2025,895.0,Единица,Значение показателя за год,CD,2023
1037007,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Город Алатырь,Город Алатырь,97704000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",97704000,Без изменений,2010,2025,109.0,Единица,Значение показателя за год,CD,2023
1037075,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Город Канаш,Город Канаш,97707000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",97707000,Без изменений,2010,2025,86.0,Единица,Значение показателя за год,CD,2023
1037157,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Город Новочебоксарск,Город Новочебоксарск,97710000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",97710000,Без изменений,2010,2025,316.0,Единица,Значение показателя за год,CD,2023
1037241,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,97,Чувашская Республика,Муниципальное образование верхнего уровня,Город Шумерля,Город Шумерля,97713000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",97713000,Без изменений,2010,2025,79.0,Единица,Значение показателя за год,CD,2023
1037291,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Абыйский муниципальный район,Абыйский муниципальный район,98601000,Муниципальный район,Муниципальный район,98601000,Без изменений,2010,2025,12.0,Единица,Значение показателя за год,CD,2023
1037592,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Алданский муниципальный район,Алданский муниципальный район,98603000,Муниципальный район,Муниципальный район,98603000,Без изменений,2010,2025,64.0,Единица,Значение показателя за год,CD,2023
1038039,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Таттинский муниципальный район,Таттинский муниципальный район,98604000,Муниципальный район,Муниципальный район,98604000,Без изменений,2010,2025,53.0,Единица,Значение показателя за год,CD,2023
1038807,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Аллаиховский муниципальный район,Аллаиховский муниципальный район,98606000,Муниципальный район,Муниципальный район,98606000,Без изменений,2010,2025,8.0,Единица,Значение показателя за год,CD,2023
1039038,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Амгинский муниципальный район,Амгинский муниципальный район,98608000,Муниципальный район,Муниципальный район,98608000,Без изменений,2010,2025,45.0,Единица,Значение показателя за год,CD,2023
1039768,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Анабарский национальный (долгано-эвенкийский) муниципальный район,Анабарский национальный (долгано-эвенкийский) муниципальный район,98610000,Муниципальный район,Муниципальный район,98610000,Без изменений,2010,2025,5.0,Единица,Значение показателя за год,CD,2023
1039881,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Булунский муниципальный район,Булунский муниципальный район,98612000,Муниципальный район,Муниципальный район,98612000,Без изменений,2010,2025,11.0,Единица,Значение показателя за год,CD,2023
1040175,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Верхневилюйский муниципальный район,Верхневилюйский муниципальный район,98614000,Муниципальный район,Муниципальный район,98614000,Без изменений,2010,2025,44.0,Единица,Значение показателя за год,CD,2023
1040989,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Верхнеколымский муниципальный район,Верхнеколымский муниципальный район,98615000,Муниципальный район,Муниципальный район,98615000,Без изменений,2010,2025,5.0,Единица,Значение показателя за год,CD,2023
1041205,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Верхоянский муниципальный район,Верхоянский муниципальный район,98616000,Муниципальный район,Муниципальный район,98616000,Без изменений,2010,2025,27.0,Единица,Значение показателя за год,CD,2023
1041917,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Вилюйский муниципальный район,Вилюйский муниципальный район,98618000,Муниципальный район,Муниципальный район,98618000,Без изменений,2010,2025,57.0,Единица,Значение показателя за год,CD,2023
1042886,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Горный муниципальный район,Горный муниципальный район,98620000,Муниципальный район,Муниципальный район,98620000,Без изменений,2010,2025,39.0,Единица,Значение показателя за год,CD,2023
1043404,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Жиганский национальный эвенкийский муниципальный район,Жиганский национальный эвенкийский муниципальный район,98622000,Муниципальный район,Муниципальный район,98622000,Без изменений,2010,2025,14.0,Единица,Значение показателя за год,CD,2023
1043613,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Кобяйский муниципальный район,Кобяйский муниципальный район,98624000,Муниципальный район,Муниципальный район,98624000,Без изменений,2010,2025,32.0,Единица,Значение показателя за год,CD,2023
1044130,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Нюрбинский муниципальный район,Нюрбинский муниципальный район,98626000,Муниципальный район,Муниципальный район,98626000,Без изменений,2010,2025,64.0,Единица,Значение показателя за год,CD,2023
1045057,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Ленский муниципальный район,Ленский муниципальный район,98627000,Муниципальный район,Муниципальный район,98627000,Без изменений,2010,2025,82.0,Единица,Значение показателя за год,CD,2023
1045528,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Мегино-Кангаласский муниципальный район,Мегино-Кангаласский муниципальный район,98629000,Муниципальный район,Муниципальный район,98629000,Без изменений,2010,2025,110.0,Единица,Значение показателя за год,CD,2023
1047072,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Мирнинский муниципальный район,Мирнинский муниципальный район,98631000,Муниципальный район,Муниципальный район,98631000,Без изменений,2010,2025,62.0,Единица,Значение показателя за год,CD,2023
1047587,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Момский муниципальный район,Момский муниципальный район,98633000,Муниципальный район,Муниципальный район,98633000,Без изменений,2010,2025,17.0,Единица,Значение показателя за год,CD,2023
1047957,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Намский муниципальный район,Намский муниципальный район,98635000,Муниципальный район,Муниципальный район,98635000,Без изменений,2010,2025,48.0,Единица,Значение показателя за год,CD,2023
1048619,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Нижнеколымский муниципальный район,Нижнеколымский муниципальный район,98637000,Муниципальный район,Муниципальный район,98637000,Без изменений,2010,2025,10.0,Единица,Значение показателя за год,CD,2023
1048839,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Оймяконский муниципальный район,Оймяконский муниципальный район,98639000,Муниципальный район,Муниципальный район,98639000,Без изменений,2010,2025,22.0,Единица,Значение показателя за год,CD,2023
1049199,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Олекминский муниципальный район,Олекминский муниципальный район,98641000,Муниципальный район,Муниципальный район,98641000,Без изменений,2010,2025,48.0,Единица,Значение показателя за год,CD,2023
1049890,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Оленекский эвенкийский национальный муниципальный район,Оленекский эвенкийский национальный муниципальный район,98642000,Муниципальный район,Муниципальный район,98642000,Без изменений,2010,2025,15.0,Единица,Значение показателя за год,CD,2023
1050115,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Хангаласский муниципальный район,Хангаласский муниципальный район,98644000,Муниципальный район,Муниципальный район,98644000,Без изменений,2010,2025,58.0,Единица,Значение показателя за год,CD,2023
1051009,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Среднеколымский муниципальный район,Среднеколымский муниципальный район,98646000,Муниципальный район,Муниципальный район,98646000,Без изменений,2010,2025,14.0,Единица,Значение показателя за год,CD,2023
1051395,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Сунтарский муниципальный район,Сунтарский муниципальный район,98648000,Муниципальный район,Муниципальный район,98648000,Без изменений,2010,2025,46.0,Единица,Значение показателя за год,CD,2023
1052360,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Томпонский муниципальный район,Томпонский муниципальный район,98650000,Муниципальный район,Муниципальный район,98650000,Без изменений,2010,2025,31.0,Единица,Значение показателя за год,CD,2023
1052834,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Усть-Алданский муниципальный район,Усть-Алданский муниципальный район,98652000,Муниципальный район,Муниципальный район,98652000,Без изменений,2010,2025,59.0,Единица,Значение показателя за год,CD,2023
1053775,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Усть-Майский муниципальный район,Усть-Майский муниципальный район,98654000,Муниципальный район,Муниципальный район,98654000,Без изменений,2010,2025,21.0,Единица,Значение показателя за год,CD,2023
1054237,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Усть-Янский муниципальный район,Усть-Янский муниципальный район,98656000,Муниципальный район,Муниципальный район,98656000,Без изменений,2010,2025,8.0,Единица,Значение показателя за год,CD,2023
1054559,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Чурапчинский муниципальный район,Чурапчинский муниципальный район,98658000,Муниципальный район,Муниципальный район,98658000,Без изменений,2010,2025,54.0,Единица,Значение показателя за год,CD,2023
1055421,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Эвено-Бытантайский национальный муниципальный район,Эвено-Бытантайский национальный муниципальный район,98659000,Муниципальный район,Муниципальный район,98659000,Без изменений,2010,2025,6.0,Единица,Значение показателя за год,CD,2023
1055586,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,98,Республика Саха (Якутия),Муниципальное образование верхнего уровня,Нерюнгринский муниципальный район,Нерюнгринский муниципальный район,98660000,Муниципальный район,Муниципальный район,98660000,Без изменений,2010,2025,173.0,Единица,Значение показателя за год,CD,2023
